...1,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
981,NOLSM145610145,2,Oxidation,dry,1014.3815425,O2,24.49,0.203,97,716.982,6,37,22-02-2021
982,NOLSM146611146,2,Oxidation,wet,1135.331066,H2O,26.21,0.217,46,701.435,6,38,22-02-2021
983,NOLSM147612147,2,Oxidation,dry,948.0581641,O2,34.19,0.194,186,719.909,6,39,22-02-2021
984,NOLSM148613148,2,Oxidation,dry,1046.9988987,O2,37.64,0.221,153,704.422,6,40,22-02-2021
985,NOLSM149614149,2,Oxidation,wet,1117.2204004,H2O,26.89,0.2,82,689.862,6,41,22-02-2021
986,NOLSM150615150,2,Oxidation,wet,1091.8110921,H2O,43.08,0.213,121,704.781,6,42,22-02-2021
987,NOLSM151616151,2,Oxidation,dry,1083.2685071,O2,33.47,0.208,124,703.775,6,43,22-02-2021
988,NOLSM152617152,2,Oxidation,dry,1050.3304816,O2,36.92,0.197,59,715.505,6,44,22-02-2021
989,NOLSM153618153,2,Oxidation,wet,1083.1624559,H2O,32.06,0.207,164,695.708,6,45,22-02-2021
990,NOLSM154619154,2,Oxidation,wet,1155.8977714,H2O,29.95,0.204,115,708.881,6,46,22-02-2021
991,NOLSM155620155,2,Oxidation,dry,1241.776954,O2,29.79,0.196,8,702.273,6,47,22-02-2021
992,NOLSM156621156,2,Oxidation,dry,1252.6902078,O2,28.05,0.203,167,708.257,6,48,22-02-2021
993,NOLSM157622157,2,Oxidation,dry,1119.81338,O2,33.6,0.204,114,696.21,6,49,22-02-2021
994,NOLSM158623158,2,Oxidation,wet,1170.5839213,H2O,32.18,0.206,104,708.267,6,50,22-02-2021
995,NOLSM159624159,2,Oxidation,dry,1054.4102539,O2,35.01,0.214,122,709.319,6,51,22-02-2021
996,NOLSM160625160,2,Oxidation,wet,1072.5319198,H2O,38.58,0.201,130,720.601,6,52,22-02-2021
997,NOLSM161626161,2,Oxidation,wet,1024.800202,H2O,31.09,0.209,158,711.69,6,53,22-02-2021
998,NOLSM162627162,2,Oxidation,wet,1154.8550622,H2O,33.94,0.213,68,707.981,6,54,22-02-2021
999,NOLSM676261676,3,Oxidation,dry,893.53744141,O2,22.47,0.222,23,719.042,26,28,22-02-2021
1000,NOLSM677262677,3,Oxidation,dry,886.98051165,O2,22.48,0.222,23,719.07,26,29,22-02-2021
1001,NOLSM678263678,3,Oxidation,dry,883.81299111,O2,22.48,0.224,24,720.337,26,30,22-02-2021
1002,NOLSM679264679,3,Oxidation,dry,880.76356381,O2,22.46,0.223,25,720.149,26,31,22-02-2021
1003,NOLSM680265680,3,Oxidation,dry,884.60144712,O2,22.48,0.223,25,720.06,26,32,22-02-2021
1004,NOLSM681266681,3,Oxidation,dry,894.30382788,O2,22.51,0.223,25,719.864,26,33,22-02-2021
1005,NOLSM682267682,3,Oxidation,dry,887.92625485,O2,22.49,0.225,25,721.949,26,34,22-02-2021
1006,NOLSM683268683,3,Oxidation,dry,881.01579887,O2,22.48,0.225,232,721.375,26,35,22-02-2021
1007,NOLSM684269684,3,Oxidation,dry,891.53010956,O2,22.48,0.225,232,721.646,26,36,22-02-2021
1008,NOLSM6852610685,3,Oxidation,dry,887.69660965,O2,22.48,0.225,232,695.764,26,37,22-02-2021
1009,NOLSM6862611686,3,Oxidation,wet,1280.7753722,H2O,44.95,0.225,32,727.786,26,38,22-02-2021
1010,NOLSM6872612687,3,Oxidation,wet,1291.3115333,H2O,45.02,0.225,32,725.688,26,39,22-02-2021
1011,NOLSM6882613688,3,Oxidation,wet,1292.7351433,H2O,44.99,0.225,32,714.309,26,40,22-02-2021
1012,NOLSM6892614689,3,Oxidation,wet,1275.7142821,H2O,44.97,0.225,32,725.202,26,41,22-02-2021
1013,NOLSM6902615690,3,Oxidation,wet,1284.3400337,H2O,44.96,0.225,32,727.572,26,42,22-02-2021
1014,NOLSM6912616691,3,Oxidation,wet,1286.7784916,H2O,32.8,0.225,32,729.613,26,43,22-02-2021
1015,NOLSM6922617692,3,Oxidation,wet,1290.2310075,H2O,31.86,0.224,31,718.579,26,44,22-02-2021
1016,NOLSM6932618693,3,Oxidation,wet,1278.0800727,H2O,39.51,0.225,32,711.095,26,45,22-02-2021
1017,NOLSM6942619694,3,Oxidation,wet,1282.9131657,H2O,32.88,0.224,31,725.309,26,46,22-02-2021
1018,NOLSM6952620695,3,Oxidation,wet,1289.6435369,H2O,38.11,0.227,34,725.928,26,47,22-02-2021
1019,NOLSM6962621696,3,Oxidation,wet,1292.1957249,H2O,39.93,0.226,33,722.571,26,48,22-02-2021
1020,NOLSM6972622697,3,Oxidation,wet,1286.6799519,H2O,35.63,0.225,32,716.389,26,49,22-02-2021
1021,NOLSM6982623698,3,Oxidation,wet,1285.961443,H2O,28.6,0.225,32,712.382,26,50,22-02-2021
1022,NOLSM6992624699,3,Oxidation,wet,1297.2766042,H2O,45.01,0.225,32,721.441,26,51,22-02-2021
1023,NOLSM7002625700,3,Oxidation,wet,1287.8331721,H2O,44.95,0.225,32,725.621,26,52,22-02-2021
1024,NOLSM7012626701,3,Oxidation,wet,1295.6972925,H2O,44.94,0.224,31,715.821,26,53,22-02-2021
1025,NOLSM7022627702,3,Oxidation,wet,1290.6764225,H2O,44.94,0.225,32,724.281,26,54,22-02-2021
1026,NOLSM13661,2,Oxidation,dry,1088.9609192,O2,26.11,0.203,27,713.051,6,1,22-02-2021
1027,NOLSM13762,2,Oxidation,wet,1054.7870964,H2O,45.83,0.21,261,697.237,6,2,22-02-2021
1028,NOLSM13863,2,Oxidation,dry,1102.2386131,O2,28.76,0.206,19,702.597,6,3,22-02-2021
1029,NOLSM13964,2,Oxidation,wet,934.54674373,H2O,36.93,0.199,112,715.587,6,4,22-02-2021
1030,NOLSM14065,2,Oxidation,dry,1191.0369867,O2,35.99,0.188,74,712.987,6,5,22-02-2021
1031,NOLSM14166,2,Oxidation,wet,1104.1629606,H2O,30.27,0.218,97,705.412,6,6,22-02-2021
1032,NOLSM14267,3,Oxidation,dry,1092.7494252,O2,32.55,0.205,148,699.564,6,7,22-02-2021
1033,NOLSM14368,3,Oxidation,wet,1094.9041648,H2O,34.45,0.19,148,707.661,6,8,22-02-2021
1034,NOLSM14469,3,Oxidation,dry,1105.7540205,O2,42.17,0.21,98,723.872,6,9,22-02-2021
1035,NOLSM145610,3,Oxidation,dry,999.84580265,O2,24.49,0.203,97,716.982,6,10,22-02-2021
1036,NOLSM146611,3,Oxidation,wet,1124.1019505,H2O,26.21,0.217,46,701.435,6,11,22-02-2021
1037,NOLSM147612,3,Oxidation,dry,934.35670746,O2,34.19,0.194,186,719.909,6,12,22-02-2021
1038,NOLSM148613,3,Oxidation,dry,1034.5298008,O2,37.64,0.221,153,704.422,6,13,22-02-2021
1039,NOLSM149614,3,Oxidation,wet,1099.5848742,H2O,26.89,0.2,82,689.862,6,14,22-02-2021
1040,NOLSM150615,3,Oxidation,wet,1071.8536635,H2O,43.08,0.213,121,704.781,6,15,22-02-2021
1041,NOLSM151616,1,Oxidation,dry,1075.6982646,O2,33.47,0.208,124,703.775,6,16,22-02-2021
1042,NOLSM152617,1,Oxidation,dry,1039.3672587,O2,36.92,0.197,59,715.505,6,17,22-02-2021
1043,NOLSM153618,1,Oxidation,wet,1073.7219751,H2O,32.06,0.207,164,695.708,6,18,22-02-2021
1044,NOLSM154619,1,Oxidation,wet,1145.2563547,H2O,29.95,0.204,115,708.881,6,19,22-02-2021
1045,NOLSM155620,1,Oxidation,dry,1224.9339656,O2,29.79,0.196,8,702.273,6,20,22-02-2021
1046,NOLSM156621,1,Oxidation,dry,1236.932859,O2,28.05,0.203,167,708.257,6,21,22-02-2021
1047,NOLSM157622,1,Oxidation,dry,1102.8384643,O2,33.6,0.204,114,696.21,6,22,22-02-2021
1048,NOLSM158623,1,Oxidation,wet,1151.5609257,H2O,32.18,0.206,104,708.267,6,23,22-02-2021
1049,NOLSM159624,2,Oxidation,dry,1047.1412331,O2,35.01,0.214,122,709.319,6,24,22-02-2021
1050,NOLSM160625,2,Oxidation,wet,1053.5217358,H2O,38.58,0.201,130,720.601,6,25,22-02-2021
1051,NOLSM161626,2,Oxidation,wet,1012.5059749,H2O,31.09,0.209,158,711.69,6,26,22-02-2021
1052,NOLSM162627,2,Oxidation,wet,1136.3626311,H2O,33.94,0.213,68,707.981,6,27,22-02-2021
1053,NOLSM676261,1,Oxidation,dry,874.76593545,O2,22.47,0.222,229,719.042,26,1,22-02-2021
1054,NOLSM677262,1,Oxidation,dry,874.92134727,O2,22.48,0.222,229,719.07,26,2,22-02-2021
1055,NOLSM678263,1,Oxidation,dry,874.65678494,O2,22.48,0.224,231,720.337,26,3,22-02-2021
1056,NOLSM679264,1,Oxidation,dry,874.49514003,O2,22.46,0.223,230,720.149,26,4,22-02-2021
1057,NOLSM680265,1,Oxidation,dry,874.64752244,O2,22.48,0.223,230,720.06,26,5,22-02-2021
1058,NOLSM681266,2,Oxidation,dry,874.65000102,O2,22.51,0.223,230,719.864,26,6,22-02-2021
1059,NOLSM682267,2,Oxidation,dry,875.24900533,O2,22.49,0.225,232,721.949,26,7,22-02-2021
1060,NOLSM683268,2,Oxidation,dry,874.97223993,O2,22.48,0.225,232,721.375,26,8,22-02-2021
1061,NOLSM684269,2,Oxidation,dry,874.91062954,O2,22.48,0.225,232,721.646,26,9,22-02-2021
1062,NOLSM6852610,2,Oxidation,dry,874.93448898,O2,22.48,0.225,232,721.658,26,10,22-02-2021
1063,NOLSM6862611,2,Oxidation,wet,1272.9442249,H2O,44.95,0.225,32,727.786,26,11,22-02-2021
1064,NOLSM6872612,2,Oxidation,wet,1279.5743018,H2O,45.02,0.225,32,725.688,26,12,22-02-2021
1065,NOLSM6882613,2,Oxidation,wet,1278.1512038,H2O,44.99,0.225,32,714.309,26,13,22-02-2021
1066,NOLSM6892614,2,Oxidation,wet,1272.0187588,H2O,44.97,0.225,32,725.202,26,14,22-02-2021
1067,NOLSM6902615,3,Oxidation,wet,1273.6738901,H2O,44.96,0.225,32,727.572,26,15,22-02-2021
1068,NOLSM6912616,3,Oxidation,wet,1274.307552,H2O,44.97,0.225,32,729.613,26,16,22-02-2021
1069,NOLSM6922617,3,Oxidation,wet,1275.4558785,H2O,44.99,0.224,31,718.579,26,17,22-02-2021
1070,NOLSM6932618,3,Oxidation,wet,1269.8399659,H2O,45.03,0.225,32,711.095,26,18,22-02-2021
1071,NOLSM6942619,3,Oxidation,wet,1268.4965518,H2O,45.01,0.224,31,725.309,26,19,22-02-2021
1072,NOLSM6952620,3,Oxidation,wet,1272.2343191,H2O,44.98,0.227,34,725.928,26,20,22-02-2021
1073,NOLSM6962621,3,Oxidation,wet,1281.9045767,H2O,44.96,0.226,33,722.571,26,21,22-02-2021
1074,NOLSM6972622,3,Oxidation,wet,1278.7812559,H2O,44.97,0.225,32,716.389,26,22,22-02-2021
1075,NOLSM6982623,3,Oxidation,wet,1272.2887792,H2O,44.96,0.225,32,712.382,26,23,22-02-2021
1076,NOLSM6992624,1,Oxidation,wet,1277.8484273,H2O,45.01,0.225,32,721.441,26,24,22-02-2021
1077,NOLSM7002625,1,Oxidation,wet,1282.6158735,H2O,44.95,0.225,32,725.621,26,25,22-02-2021
1078,NOLSM7012626,1,Oxidation,wet,1276.4270829,H2O,44.94,0.224,31,715.821,26,26,22-02-2021
1079,NOLSM7022627,1,Oxidation,wet,1281.1101198,H2O,44.94,0.225,32,724.281,26,27,22-02-2021
1080,NOLSM16371163,3,Oxidation,wet,936.39468767,H2O,33.37,0.195,66,702.454,7,28,23-02-2021
1081,NOLSM16472164,3,Oxidation,wet,1070.2930923,H2O,32.52,0.21,95,702.73,7,29,23-02-2021
1082,NOLSM16573165,3,Oxidation,wet,1039.7943484,H2O,35.17,0.207,121,710.805,7,30,23-02-2021
1083,NOLSM16674166,3,Oxidation,wet,1191.6510499,H2O,41.25,0.203,65,702.66,7,31,23-02-2021
1084,NOLSM16775167,3,Oxidation,dry,1074.529975,O2,42.71,0.2,83,708.294,7,32,23-02-2021
1085,NOLSM16876168,3,Oxidation,dry,958.70186459,O2,36.26,0.206,106,705.357,7,33,23-02-2021
1086,NOLSM16977169,3,Oxidation,dry,1065.1676305,O2,34.77,0.217,178,711.67,7,34,23-02-2021
1087,NOLSM17078170,3,Oxidation,dry,1151.2137561,O2,28.1,0.211,166,715.269,7,35,23-02-2021
1088,NOLSM17179171,3,Oxidation,wet,992.40348989,H2O,39.92,0.206,156,699.922,7,36,23-02-2021
1089,NOLSM172710172,3,Oxidation,dry,970.74854316,O2,32.28,0.216,44,714.436,7,37,23-02-2021
1090,NOLSM173711173,3,Oxidation,wet,1193.7634721,H2O,32.5,0.21,148,711.998,7,38,23-02-2021
1091,NOLSM174712174,3,Oxidation,wet,1087.9332171,H2O,22.76,0.209,109,693.95,7,39,23-02-2021
1092,NOLSM175713175,3,Oxidation,dry,1097.7020862,O2,35.01,0.208,94,695.374,7,40,23-02-2021
1093,NOLSM176714176,3,Oxidation,dry,1031.0594175,O2,33.77,0.209,145,737.402,7,41,23-02-2021
1094,NOLSM177715177,3,Oxidation,wet,1119.2690729,H2O,34.06,0.213,147,689.206,7,42,23-02-2021
1095,NOLSM178716178,3,Oxidation,wet,1173.7854733,H2O,41.5,0.212,173,708.822,7,43,23-02-2021
1096,NOLSM179717179,3,Oxidation,dry,1169.4032981,O2,44.51,0.185,203,713.834,7,44,23-02-2021
1097,NOLSM180718180,3,Oxidation,dry,965.7442231,O2,30.27,0.214,144,720.384,7,45,23-02-2021
1098,NOLSM181719181,3,Oxidation,dry,1041.9546968,O2,40.95,0.228,114,704.562,7,46,23-02-2021
1099,NOLSM182720182,3,Oxidation,dry,1190.0092596,O2,30.51,0.199,24,721.147,7,47,23-02-2021
1100,NOLSM183721183,3,Oxidation,wet,1114.1874364,H2O,31.07,0.208,187,713.608,7,48,23-02-2021
1101,NOLSM184722184,3,Oxidation,wet,1010.7112703,H2O,36.9,0.202,80,712.692,7,49,23-02-2021
1102,NOLSM185723185,3,Oxidation,dry,1049.4783202,O2,35.45,0.196,32,714.415,7,50,23-02-2021
1103,NOLSM186724186,3,Oxidation,dry,1015.9533648,O2,38.34,0.217,148,715.404,7,51,23-02-2021
1104,NOLSM187725187,3,Oxidation,wet,1183.6886807,H2O,28.53,0.202,173,713.132,7,52,23-02-2021
1105,NOLSM188726188,3,Oxidation,wet,1078.3098288,H2O,43.12,0.195,116,714.295,7,53,23-02-2021
1106,NOLSM189727189,3,Oxidation,dry,1114.4471919,O2,38.08,0.212,122,710.114,7,54,23-02-2021
1107,NOLSM703271703,3,Oxidation,wet,1289.583896,H2O,44.91,0.223,30,722.888,27,28,23-02-2021
1108,NOLSM704272704,3,Oxidation,wet,1292.1461775,H2O,44.97,0.221,28,718.015,27,29,23-02-2021
1109,NOLSM705273705,3,Oxidation,wet,1282.6089496,H2O,44.97,0.224,31,718.058,27,30,23-02-2021
1110,NOLSM706274706,3,Oxidation,wet,1293.7007701,H2O,44.89,0.223,30,721.87,27,31,23-02-2021
1111,NOLSM707275707,3,Oxidation,wet,1287.7217298,H2O,44.99,0.22,27,718.198,27,32,23-02-2021
1112,NOLSM708276708,3,Oxidation,wet,1285.5356829,H2O,45.03,0.22,27,713.546,27,33,23-02-2021
1113,NOLSM709277709,3,Oxidation,wet,1284.8348659,H2O,45.04,0.22,27,695.764,27,34,23-02-2021
1114,NOLSM710278710,3,Oxidation,wet,1286.4899723,H2O,45.02,0.217,24,711.592,27,35,23-02-2021
1115,NOLSM711279711,3,Oxidation,wet,1288.4493559,H2O,45.03,0.216,23,712.814,27,36,23-02-2021
1116,NOLSM7122710712,3,Oxidation,wet,1294.3731361,H2O,45.05,0.216,23,717.163,27,37,23-02-2021
1117,NOLSM7132711713,3,Oxidation,wet,1280.2499533,H2O,45.09,0.216,23,712.164,27,38,23-02-2021
1118,NOLSM7142712714,3,Oxidation,wet,1289.0779028,H2O,45.18,0.217,24,710.377,27,39,23-02-2021
1119,NOLSM7152713715,3,Oxidation,wet,1292.0455896,H2O,45.2,0.218,25,715.375,27,40,23-02-2021
1120,NOLSM7162714716,3,Oxidation,wet,1289.4029662,H2O,45.21,0.218,25,710.587,27,41,23-02-2021
1121,NOLSM7172715717,3,Oxidation,wet,1288.4530507,H2O,45.11,0.218,25,715.218,27,42,23-02-2021
1122,NOLSM7182716718,3,Oxidation,wet,1286.2752397,H2O,45.08,0.218,25,717.232,27,43,23-02-2021
1123,NOLSM7192717719,3,Oxidation,wet,1294.0575877,H2O,45.11,0.218,25,710.706,27,44,23-02-2021
1124,NOLSM7202718720,3,Oxidation,wet,1277.1722874,H2O,45.12,0.218,25,718.782,27,45,23-02-2021
1125,NOLSM7212719721,3,Oxidation,wet,1281.020243,H2O,32.8,0.22,27,718.57,27,46,23-02-2021
1126,NOLSM7222720722,3,Oxidation,wet,1292.6909686,H2O,31.86,0.221,28,719.687,27,47,23-02-2021
1127,NOLSM7232721723,3,Oxidation,wet,1294.715921,H2O,39.51,0.222,29,721.081,27,48,23-02-2021
1128,NOLSM7242722724,3,Oxidation,wet,1288.024141,H2O,32.88,0.222,29,717.858,27,49,23-02-2021
1129,NOLSM7252723725,3,Oxidation,wet,1290.4214053,H2O,38.11,0.222,29,718.895,27,50,23-02-2021
1130,NOLSM7262724726,3,Oxidation,wet,1295.4174279,H2O,39.93,0.223,30,718.567,27,51,23-02-2021
1131,NOLSM7272725727,3,Oxidation,wet,1280.1084587,H2O,35.63,0.223,30,724.096,27,52,23-02-2021
1132,NOLSM7282726728,3,Oxidation,wet,1276.2119461,H2O,28.6,0.223,30,719.496,27,53,23-02-2021
1133,NOLSM7292727729,3,Oxidation,wet,1290.1989589,H2O,34.58,0.223,30,716.874,27,54,23-02-2021
1134,NOLSM16371,2,Oxidation,wet,936.03394325,H2O,33.37,0.195,66,702.454,7,1,23-02-2021
1135,NOLSM16472,2,Oxidation,wet,1058.1020128,H2O,32.52,0.21,95,702.73,7,2,23-02-2021
1136,NOLSM16573,2,Oxidation,wet,1033.5442926,H2O,35.17,0.207,121,710.805,7,3,23-02-2021
1137,NOLSM16674,2,Oxidation,wet,1176.856373,H2O,41.25,0.203,65,702.66,7,4,23-02-2021
1138,NOLSM16775,2,Oxidation,dry,1060.9071046,O2,42.71,0.2,83,708.294,7,5,23-02-2021
1139,NOLSM16876,3,Oxidation,dry,951.97342474,O2,36.26,0.206,106,705.357,7,6,23-02-2021
1140,NOLSM16977,3,Oxidation,dry,1059.9547632,O2,34.77,0.217,178,711.67,7,7,23-02-2021
1141,NOLSM17078,3,Oxidation,dry,1148.8606883,O2,28.1,0.211,166,715.269,7,8,23-02-2021
1142,NOLSM17179,3,Oxidation,wet,973.1779988,H2O,39.92,0.206,156,699.922,7,9,23-02-2021
1143,NOLSM172710,3,Oxidation,dry,959.96729299,O2,32.28,0.216,44,714.436,7,10,23-02-2021
1144,NOLSM173711,3,Oxidation,wet,1186.253634,H2O,32.5,0.21,148,711.998,7,11,23-02-2021
1145,NOLSM174712,3,Oxidation,wet,1082.0823554,H2O,22.76,0.209,109,693.95,7,12,23-02-2021
1146,NOLSM175713,3,Oxidation,dry,1085.791792,O2,35.01,0.208,94,695.374,7,13,23-02-2021
1147,NOLSM176714,1,Oxidation,dry,1011.3545508,O2,33.77,0.209,145,737.402,7,14,23-02-2021
1148,NOLSM177715,1,Oxidation,wet,1110.5138989,H2O,34.06,0.213,147,689.206,7,15,23-02-2021
1149,NOLSM178716,1,Oxidation,wet,1165.3583589,H2O,41.5,0.212,173,708.822,7,16,23-02-2021
1150,NOLSM179717,1,Oxidation,dry,1152.7838304,O2,44.51,0.185,203,713.834,7,17,23-02-2021
1151,NOLSM180718,1,Oxidation,dry,954.09074832,O2,30.27,0.214,144,720.384,7,18,23-02-2021
1152,NOLSM181719,1,Oxidation,dry,1032.7200075,O2,40.95,0.228,114,704.562,7,19,23-02-2021
1153,NOLSM182720,1,Oxidation,dry,1178.6574637,O2,30.51,0.199,24,721.147,7,20,23-02-2021
1154,NOLSM183721,2,Oxidation,wet,1102.427433,H2O,31.07,0.208,187,704.535,7,21,23-02-2021
1155,NOLSM184722,2,Oxidation,wet,993.51214509,H2O,36.9,0.202,80,715.659,7,22,23-02-2021
1156,NOLSM185723,2,Oxidation,dry,1048.4568703,O2,35.45,0.196,32,711.146,7,23,23-02-2021
1157,NOLSM186724,2,Oxidation,dry,1013.5237454,O2,38.34,0.217,148,715.371,7,24,23-02-2021
1158,NOLSM187725,2,Oxidation,wet,1169.9306805,H2O,28.53,0.202,173,718.435,7,25,23-02-2021
1159,NOLSM188726,2,Oxidation,wet,1071.0033373,H2O,43.12,0.195,116,711.971,7,26,23-02-2021
1160,NOLSM189727,2,Oxidation,dry,1102.8101268,O2,38.08,0.212,122,706.134,7,27,23-02-2021
1161,NOLSM703271,1,Oxidation,wet,1277.4946607,H2O,44.91,0.223,30,722.888,27,1,23-02-2021
1162,NOLSM704272,1,Oxidation,wet,1273.8982222,H2O,44.97,0.221,28,718.015,27,2,23-02-2021
1163,NOLSM705273,1,Oxidation,wet,1274.4422029,H2O,44.97,0.224,31,718.058,27,3,23-02-2021
1164,NOLSM706274,1,Oxidation,wet,1276.432217,H2O,44.89,0.223,30,721.87,27,4,23-02-2021
1165,NOLSM707275,1,Oxidation,wet,1277.655913,H2O,44.99,0.22,27,718.198,27,5,23-02-2021
1166,NOLSM708276,2,Oxidation,wet,1285.0382854,H2O,45.03,0.22,27,713.546,27,6,23-02-2021
1167,NOLSM709277,2,Oxidation,wet,1268.4538442,H2O,45.04,0.22,27,711.421,27,7,23-02-2021
1168,NOLSM710278,2,Oxidation,wet,1271.7326716,H2O,45.02,0.217,24,711.592,27,8,23-02-2021
1169,NOLSM711279,2,Oxidation,wet,1269.3002401,H2O,45.03,0.216,23,712.814,27,9,23-02-2021
1170,NOLSM7122710,2,Oxidation,wet,1279.21923,H2O,45.05,0.216,23,717.163,27,10,23-02-2021
1171,NOLSM7132711,2,Oxidation,wet,1278.2747045,H2O,45.09,0.216,23,712.164,27,11,23-02-2021
1172,NOLSM7142712,2,Oxidation,wet,1279.1983197,H2O,45.18,0.217,24,710.377,27,12,23-02-2021
1173,NOLSM7152713,2,Oxidation,wet,1281.471833,H2O,45.2,0.218,25,715.375,27,13,23-02-2021
1174,NOLSM7162714,2,Oxidation,wet,1276.6584036,H2O,45.21,0.218,25,710.587,27,14,23-02-2021
1175,NOLSM7172715,3,Oxidation,wet,1274.2334709,H2O,45.11,0.218,25,715.218,27,15,23-02-2021
1176,NOLSM7182716,3,Oxidation,wet,1269.7671754,H2O,45.08,0.218,25,717.232,27,16,23-02-2021
1177,NOLSM7192717,3,Oxidation,wet,1279.0497353,H2O,45.11,0.218,25,710.706,27,17,23-02-2021
1178,NOLSM7202718,3,Oxidation,wet,1272.1821576,H2O,45.12,0.218,25,718.782,27,18,23-02-2021
1179,NOLSM7212719,3,Oxidation,wet,1277.0826654,H2O,45.09,0.22,27,718.57,27,19,23-02-2021
1180,NOLSM7222720,3,Oxidation,wet,1276.8710849,H2O,45.12,0.221,28,719.687,27,20,23-02-2021
1181,NOLSM7232721,1,Oxidation,wet,1275.5826693,H2O,45.18,0.222,29,721.081,27,21,23-02-2021
1182,NOLSM7242722,1,Oxidation,wet,1277.551834,H2O,45.19,0.222,29,717.858,27,22,23-02-2021
1183,NOLSM7252723,1,Oxidation,wet,1277.7814702,H2O,45.12,0.222,29,718.895,27,23,23-02-2021
1184,NOLSM7262724,1,Oxidation,wet,1277.1782512,H2O,45.13,0.223,30,718.567,27,24,23-02-2021
1185,NOLSM7272725,1,Oxidation,wet,1270.3423481,H2O,45.11,0.223,30,724.096,27,25,23-02-2021
1186,NOLSM7282726,1,Oxidation,wet,1273.844301,H2O,45.15,0.223,30,719.496,27,26,23-02-2021
1187,NOLSM7292727,1,Oxidation,wet,1270.9933412,H2O,45.16,0.223,30,716.874,27,27,23-02-2021
1188,NOLSM19081190,3,Oxidation,dry,1185.3271302,O2,37.49,0.212,84,710.617,8,28,24-02-2021
1189,NOLSM19182191,3,Oxidation,dry,1172.9593205,O2,22.88,0.199,67,711.632,8,29,24-02-2021
1190,NOLSM19283192,3,Oxidation,wet,1029.3351454,H2O,27.37,0.202,146,710.084,8,30,24-02-2021
1191,NOLSM19384193,3,Oxidation,dry,1170.6228466,O2,33.16,0.207,28,706.325,8,31,24-02-2021
1192,NOLSM19485194,3,Oxidation,dry,1140.0302475,O2,29,0.216,123,693.27,8,32,24-02-2021
1193,NOLSM19586195,3,Oxidation,wet,1023.5293442,H2O,31.53,0.222,90,697.074,8,33,24-02-2021
1194,NOLSM19687196,3,Oxidation,dry,1177.6588774,O2,34.34,0.208,64,697.413,8,34,24-02-2021
1195,NOLSM19788197,3,Oxidation,wet,1133.0856824,H2O,34.65,0.199,100,716.271,8,35,24-02-2021
1196,NOLSM19889198,3,Oxidation,dry,1038.5716343,O2,38.61,0.219,109,718.706,8,36,24-02-2021
1197,NOLSM199810199,3,Oxidation,dry,1090.4638773,O2,30.16,0.209,163,710.971,8,37,24-02-2021
1198,NOLSM200811200,3,Oxidation,dry,1230.0609953,O2,33.43,0.221,138,708.001,8,38,24-02-2021
1199,NOLSM201812201,3,Oxidation,dry,1080.4178536,O2,27.5,0.217,78,683.976,8,39,24-02-2021
1200,NOLSM202813202,3,Oxidation,dry,1147.605899,O2,38.15,0.195,124,710.619,8,40,24-02-2021
1201,NOLSM203814203,3,Oxidation,dry,953.76426749,O2,29.73,0.205,44,705.763,8,41,24-02-2021
1202,NOLSM204815204,3,Oxidation,wet,1143.1012994,H2O,35.57,0.212,79,708.062,8,42,24-02-2021
1203,NOLSM205816205,3,Oxidation,dry,1076.9438485,O2,39.16,0.213,110,690.937,8,43,24-02-2021
1204,NOLSM206817206,3,Oxidation,dry,1125.6792782,O2,25.62,0.2,82,716.675,8,44,24-02-2021
1205,NOLSM207818207,3,Oxidation,wet,1116.8161724,H2O,34.48,0.219,111,709.689,8,45,24-02-2021
1206,NOLSM208819208,3,Oxidation,wet,1009.4666294,H2O,31.65,0.226,126,720.765,8,46,24-02-2021
1207,NOLSM209820209,3,Oxidation,dry,1233.765565,O2,31.72,0.211,59,709.535,8,47,24-02-2021
1208,NOLSM210821210,3,Oxidation,wet,1125.4503219,H2O,31,0.211,80,705.928,8,48,24-02-2021
1209,NOLSM211822211,3,Oxidation,dry,973.38655393,O2,36.92,0.209,120,719.825,8,49,24-02-2021
1210,NOLSM212823212,3,Oxidation,dry,1181.5635793,O2,32.07,0.202,72,700.173,8,50,24-02-2021
1211,NOLSM213824213,3,Oxidation,wet,1250.1773655,H2O,37.04,0.198,121,700.67,8,51,24-02-2021
1212,NOLSM214825214,3,Oxidation,dry,1051.0240558,O2,29.49,0.198,116,708.627,8,52,24-02-2021
1213,NOLSM215826215,3,Oxidation,wet,1097.4846028,H2O,35.07,0.223,123,703.902,8,53,24-02-2021
1214,NOLSM216827216,3,Oxidation,dry,1082.3470503,O2,34.51,0.192,57,709.961,8,54,24-02-2021
1215,NOLSM730281730,1,Oxidation,wet,1289.2737278,H2O,34.95,0.224,31,722.525,28,28,24-02-2021
1216,NOLSM731282731,1,Oxidation,wet,1292.6980281,H2O,45.16,0.224,31,723.08,28,29,24-02-2021
1217,NOLSM732283732,1,Oxidation,wet,1297.053623,H2O,45.19,0.225,32,719.235,28,30,24-02-2021
1218,NOLSM733284733,1,Oxidation,wet,1289.4758034,H2O,45.2,0.225,32,724.821,28,31,24-02-2021
1219,NOLSM734285734,1,Oxidation,wet,1293.4411325,H2O,45.22,0.223,30,718.628,28,32,24-02-2021
