...1,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
168,NOLSM412167412,1,Implantation,1.85771e+16,1.383383e+17,3.257654e+17,3.00753e+17,6.000001e+17,32434.874,105.794,908,156,16,34,04-03-2021
169,NOLSM413168413,2,Implantation,1.057421e+16,6.32867e+16,5.167672e+17,3.023798e+17,6.000003e+17,31494.284,104.617,891,157,16,35,04-03-2021
170,NOLSM414169414,3,Implantation,9.394622e+15,1.804636e+17,9.22493e+17,2.989752e+17,5.999977e+17,30734.563,105.213,910,153,16,36,04-03-2021
171,NOLSM4151610415,1,Implantation,1.232273e+16,1.475175e+17,4.061437e+17,3.003906e+17,5.999991e+17,32057.927,106.015,898,152,16,37,04-03-2021
172,NOLSM4161611416,2,Implantation,1.298822e+16,1.020223e+17,7.472155e+17,2.985852e+17,5.999982e+17,31364.565,103.501,900,152,16,38,04-03-2021
173,NOLSM4171612417,3,Implantation,7.552669e+15,9.435234e+16,9.743301e+17,3.015513e+17,5.999997e+17,32541.94,101.601,892,153,16,39,04-03-2021
174,NOLSM4181613418,1,Implantation,9.64745e+15,4.739463e+16,6.621879e+17,2.977343e+17,5.99998e+17,33034.419,104.309,923,152,16,40,04-03-2021
175,NOLSM4191614419,2,Implantation,1.119662e+16,1.535185e+17,6.686334e+17,2.995538e+17,5.999981e+17,31946.049,101.047,884,153,16,41,04-03-2021
176,NOLSM4201615420,3,Implantation,1.387897e+16,7.152226e+16,7.368155e+17,3.001893e+17,5.999987e+17,31897.707,105.23,873,155,16,42,04-03-2021
177,NOLSM4211616421,1,Implantation,1.595854e+16,9.273786e+16,3.726772e+17,3.000866e+17,5.999996e+17,32602.917,102.84,904,155,16,43,04-03-2021
178,NOLSM4221617422,2,Implantation,3.598213e+15,1.224362e+17,4.459125e+17,3.008108e+17,5.999979e+17,31571.823,101.127,892,155,16,44,04-03-2021
179,NOLSM4231618423,3,Implantation,1.442094e+16,2.039886e+17,2.424867e+17,3.015763e+17,5.999999e+17,32059.355,105.789,940,155,16,45,04-03-2021
180,NOLSM4241619424,1,Implantation,1.52709e+16,1.900112e+17,4.88823e+17,2.998635e+17,6.000006e+17,31414.216,102.388,878,156,16,46,04-03-2021
181,NOLSM4251620425,2,Implantation,1.346126e+16,1.195495e+17,4.015727e+17,3.010652e+17,5.999991e+17,31370.247,102.874,904,155,16,47,04-03-2021
182,NOLSM4261621426,3,Implantation,9.301001e+15,6.260361e+16,4.252549e+17,3.007513e+17,5.999987e+17,31692.403,105.464,906,156,16,48,04-03-2021
183,NOLSM4271622427,1,Implantation,8.985362e+15,9.34193e+16,2.628856e+17,3.000336e+17,6.000004e+17,31606.555,104.196,886,154,16,49,04-03-2021
184,NOLSM4281623428,2,Implantation,6.929016e+15,2.544309e+16,6.459844e+17,3.017318e+17,5.99997e+17,31254.326,104.095,882,151,16,50,04-03-2021
185,NOLSM4291624429,3,Implantation,1.07298e+16,1.328085e+17,3.841978e+17,3.014962e+17,5.99999e+17,32203.423,103.053,914,152,16,51,04-03-2021
186,NOLSM4301625430,1,Implantation,8.538534e+15,1.336894e+17,8.161787e+17,3.002739e+17,5.999988e+17,31832.222,99.999,902,155,16,52,04-03-2021
187,NOLSM4311626431,2,Implantation,2.624234e+15,7.244912e+16,5.998456e+17,3.01059e+17,6.000021e+17,30830.93,103.348,896,153,16,53,04-03-2021
188,NOLSM4321627432,3,Implantation,1.037742e+16,1.179082e+17,3.420636e+17,2.995653e+17,5.999988e+17,31869.207,103.255,906,153,16,54,04-03-2021
189,NOLSM406161,2,Implantation,5.169398e+15,1.708637e+16,7.528468e+17,2.999035e+17,5.999968e+17,31639.318,103.843,902,155,16,1,04-03-2021
190,NOLSM407162,1,Implantation,1.302772e+16,1.833304e+17,3.864962e+17,3.013709e+17,6.000013e+17,31468.269,102.597,923,153,16,2,04-03-2021
191,NOLSM408163,1,Implantation,1.611976e+16,7.848036e+16,9.667111e+17,2.995905e+17,6.000001e+17,30906.701,104.338,910,149,16,3,04-03-2021
192,NOLSM409164,2,Implantation,9.419114e+15,1.804231e+17,4.592458e+17,3.021294e+17,5.999989e+17,31668.747,104.576,919,157,16,4,04-03-2021
193,NOLSM410165,3,Implantation,3.162772e+15,5.032726e+16,1.046821e+18,3.005387e+17,5.999986e+17,30876.21,103.354,881,154,16,5,04-03-2021
194,NOLSM411166,3,Implantation,1.258509e+16,2.396831e+16,7.290625e+17,3.007916e+17,5.999997e+17,32023.057,103.827,871,154,16,6,04-03-2021
195,NOLSM412167,2,Implantation,1.85771e+16,1.383383e+17,3.257654e+17,3.00753e+17,6.000001e+17,32434.874,105.794,908,156,16,7,04-03-2021
196,NOLSM413168,1,Implantation,1.057421e+16,6.32867e+16,5.167672e+17,3.023798e+17,6.000003e+17,31494.284,104.617,891,157,16,8,04-03-2021
197,NOLSM414169,1,Implantation,9.394622e+15,1.804636e+17,9.22493e+17,2.989752e+17,5.999977e+17,30734.563,105.213,910,153,16,9,04-03-2021
198,NOLSM4151610,2,Implantation,1.232273e+16,1.475175e+17,4.061437e+17,3.003906e+17,5.999991e+17,32057.927,106.015,898,152,16,10,04-03-2021
199,NOLSM4161611,3,Implantation,1.298822e+16,1.020223e+17,7.472155e+17,2.985852e+17,5.999982e+17,31364.565,103.501,900,152,16,11,04-03-2021
200,NOLSM4171612,3,Implantation,7.552669e+15,9.435234e+16,9.743301e+17,3.015513e+17,5.999997e+17,32541.94,101.601,892,153,16,12,04-03-2021
201,NOLSM4181613,2,Implantation,9.64745e+15,4.739463e+16,6.621879e+17,2.977343e+17,5.99998e+17,33034.419,104.309,923,152,16,13,04-03-2021
202,NOLSM4191614,1,Implantation,1.119662e+16,1.535185e+17,6.686334e+17,2.995538e+17,5.999981e+17,31946.049,101.047,884,153,16,14,04-03-2021
203,NOLSM4201615,1,Implantation,1.387897e+16,7.152226e+16,7.368155e+17,3.001893e+17,5.999987e+17,31897.707,105.23,873,155,16,15,04-03-2021
204,NOLSM4211616,2,Implantation,1.595854e+16,9.273786e+16,3.726772e+17,3.000866e+17,5.999996e+17,32602.917,102.84,904,155,16,16,04-03-2021
205,NOLSM4221617,3,Implantation,3.598213e+15,1.224362e+17,4.459125e+17,3.008108e+17,5.999979e+17,31571.823,101.127,892,155,16,17,04-03-2021
206,NOLSM4231618,2,Implantation,1.442094e+16,2.039886e+17,2.424867e+17,3.015763e+17,5.999999e+17,32059.355,105.789,940,155,16,18,04-03-2021
207,NOLSM4241619,1,Implantation,1.52709e+16,1.900112e+17,4.88823e+17,2.998635e+17,6.000006e+17,31414.216,102.388,878,156,16,19,04-03-2021
208,NOLSM4251620,1,Implantation,1.346126e+16,1.195495e+17,4.015727e+17,3.010652e+17,5.999991e+17,31370.247,102.874,904,155,16,20,04-03-2021
209,NOLSM4261621,3,Implantation,9.301001e+15,6.260361e+16,4.252549e+17,3.007513e+17,5.999987e+17,31692.403,105.464,906,156,16,21,04-03-2021
210,NOLSM4271622,3,Implantation,8.985362e+15,9.34193e+16,2.628856e+17,3.000336e+17,6.000004e+17,31606.555,104.196,886,154,16,22,04-03-2021
211,NOLSM4281623,2,Implantation,6.929016e+15,2.544309e+16,6.459844e+17,3.017318e+17,5.99997e+17,31254.326,104.095,882,151,16,23,04-03-2021
212,NOLSM4291624,1,Implantation,1.07298e+16,1.328085e+17,3.841978e+17,3.014962e+17,5.99999e+17,32203.423,103.053,914,152,16,24,04-03-2021
213,NOLSM4301625,1,Implantation,8.538534e+15,1.336894e+17,8.161787e+17,3.002739e+17,5.999988e+17,31832.222,99.999,902,155,16,25,04-03-2021
214,NOLSM4311626,2,Implantation,2.624234e+15,7.244912e+16,5.998456e+17,3.01059e+17,6.000021e+17,30830.93,103.348,896,153,16,26,04-03-2021
215,NOLSM4321627,3,Implantation,1.037742e+16,1.179082e+17,3.420636e+17,2.995653e+17,5.999988e+17,31869.207,103.255,906,153,16,27,04-03-2021
216,NOLSM433171433,1,Implantation,1.504064e+16,1.087937e+17,4.132934e+17,2.990996e+17,5.999994e+17,32423.296,102.77,923,157,17,28,05-03-2021
217,NOLSM434172434,2,Implantation,1.059418e+16,1.074316e+17,7.083414e+17,3.020541e+17,5.999988e+17,31593.132,103.087,884,156,17,29,05-03-2021
218,NOLSM435173435,3,Implantation,1.365872e+16,1.050656e+17,5.536974e+17,2.994814e+17,6.000001e+17,31895.11,102.953,909,151,17,30,05-03-2021
219,NOLSM436174436,1,Implantation,4.021015e+15,2.021247e+16,6.145035e+17,3.005476e+17,6.000011e+17,32433.326,100.472,873,155,17,31,05-03-2021
220,NOLSM437175437,2,Implantation,8.542646e+15,1.371642e+17,2.788096e+17,3.006831e+17,5.999987e+17,31510.648,101.757,910,157,17,32,05-03-2021
221,NOLSM438176438,3,Implantation,1.194383e+16,9.048031e+16,8.651237e+17,3.006081e+17,6e+17,31825.29,103.956,891,151,17,33,05-03-2021
222,NOLSM439177439,1,Implantation,1.044478e+16,8.811931e+16,1.033958e+18,2.9769e+17,5.999997e+17,31763.653,99.34,883,157,17,34,05-03-2021
223,NOLSM440178440,2,Implantation,9.493373e+15,1.280265e+17,5.210499e+17,3.003273e+17,6.000004e+17,31580.222,104.285,898,155,17,35,05-03-2021
224,NOLSM441179441,3,Implantation,9.549706e+15,8.437403e+16,2.212103e+17,2.993146e+17,6.000007e+17,32274.385,103.15,898,153,17,36,05-03-2021
225,NOLSM4421710442,1,Implantation,1.035467e+16,7.781828e+16,8.90402e+17,2.991855e+17,5.999989e+17,32210.028,104.871,924,157,17,37,05-03-2021
226,NOLSM4431711443,2,Implantation,1.087262e+16,8.616702e+16,6.159809e+17,2.994125e+17,6e+17,31549.184,104.859,881,154,17,38,05-03-2021
227,NOLSM4441712444,3,Implantation,8.848255e+15,9.779387e+16,5.932328e+17,2.990843e+17,5.999989e+17,32087.646,103.005,895,157,17,39,05-03-2021
228,NOLSM4451713445,1,Implantation,1.626859e+16,1.381917e+17,7.540908e+17,3.009311e+17,5.999971e+17,31501.258,102.754,910,153,17,40,05-03-2021
229,NOLSM4461714446,2,Implantation,9.29208e+15,1.649038e+17,2.946053e+17,3.003599e+17,5.999997e+17,30658.962,103.386,922,153,17,41,05-03-2021
230,NOLSM4471715447,3,Implantation,1.683575e+16,1.264217e+17,1.097202e+18,3.011442e+17,5.999999e+17,31542.357,100.201,905,151,17,42,05-03-2021
231,NOLSM4481716448,1,Implantation,1.358528e+16,1.455821e+17,4.768246e+17,3.003881e+17,5.999984e+17,31487.108,102.624,885,154,17,43,05-03-2021
232,NOLSM4491717449,2,Implantation,1.641845e+16,4.649311e+16,2.57657e+17,3.007159e+17,6e+17,31179.148,103.458,904,153,17,44,05-03-2021
233,NOLSM4501718450,3,Implantation,9.251435e+15,8.399057e+16,1.055035e+18,2.986659e+17,6.000001e+17,32292.179,100.414,904,158,17,45,05-03-2021
234,NOLSM4511719451,1,Implantation,9.529859e+15,8.467548e+16,5.909138e+17,3.00747e+17,5.999997e+17,31684.211,101.7,905,156,17,46,05-03-2021
235,NOLSM4521720452,2,Implantation,1.198241e+16,1.04479e+17,7.733348e+17,3.016119e+17,5.999979e+17,31473.404,102.852,903,155,17,47,05-03-2021
236,NOLSM4531721453,3,Implantation,1.239962e+16,8.14315e+16,5.928744e+17,2.987506e+17,5.999986e+17,32007.126,99.669,899,157,17,48,05-03-2021
237,NOLSM4541722454,1,Implantation,1.801011e+16,9.519184e+16,6.150629e+17,2.998543e+17,5.999992e+17,31068.324,101.929,903,152,17,49,05-03-2021
238,NOLSM4551723455,2,Implantation,1.681094e+16,1.076123e+17,5.689641e+17,2.996875e+17,6.000015e+17,31559.957,102.648,894,157,17,50,05-03-2021
239,NOLSM4561724456,3,Implantation,1.347538e+16,3.974299e+16,4.447601e+17,2.994393e+17,6.000023e+17,32335.265,104.012,902,154,17,51,05-03-2021
240,NOLSM4571725457,1,Implantation,1.32241e+16,1.478659e+17,5.517309e+17,3.003712e+17,6.000011e+17,32053.209,103.613,899,159,17,52,05-03-2021
241,NOLSM4581726458,2,Implantation,1.473498e+16,3.93936e+16,4.870463e+17,3.022718e+17,6e+17,31181.515,102.502,902,149,17,53,05-03-2021
242,NOLSM4591727459,3,Implantation,6.215707e+15,1.17976e+17,8.262592e+17,3.020632e+17,5.999988e+17,32463.943,103.367,900,153,17,54,05-03-2021
243,NOLSM433171,3,Implantation,1.504064e+16,1.087937e+17,4.132934e+17,2.990996e+17,5.999994e+17,32423.296,102.77,923,157,17,1,05-03-2021
244,NOLSM434172,2,Implantation,1.059418e+16,1.074316e+17,7.083414e+17,3.020541e+17,5.999988e+17,31593.132,103.087,884,156,17,2,05-03-2021
245,NOLSM435173,1,Implantation,1.365872e+16,1.050656e+17,5.536974e+17,2.994814e+17,6.000001e+17,31895.11,102.953,909,151,17,3,05-03-2021
246,NOLSM436174,1,Implantation,4.021015e+15,2.021247e+16,6.145035e+17,3.005476e+17,6.000011e+17,32433.326,100.472,873,155,17,4,05-03-2021
247,NOLSM437175,2,Implantation,8.542646e+15,1.371642e+17,2.788096e+17,3.006831e+17,5.999987e+17,31510.648,101.757,910,157,17,5,05-03-2021
248,NOLSM438176,3,Implantation,1.194383e+16,9.048031e+16,8.651237e+17,3.006081e+17,6e+17,31825.29,103.956,891,151,17,6,05-03-2021
249,NOLSM439177,2,Implantation,1.044478e+16,8.811931e+16,1.033958e+18,2.9769e+17,5.999997e+17,31763.653,99.34,883,157,17,7,05-03-2021
250,NOLSM440178,1,Implantation,9.493373e+15,1.280265e+17,5.210499e+17,3.003273e+17,6.000004e+17,31580.222,104.285,898,155,17,8,05-03-2021
251,NOLSM441179,1,Implantation,9.549706e+15,8.437403e+16,2.212103e+17,2.993146e+17,6.000007e+17,32274.385,103.15,898,153,17,9,05-03-2021
252,NOLSM4421710,3,Implantation,1.035467e+16,7.781828e+16,8.90402e+17,2.991855e+17,5.999989e+17,32210.028,104.871,924,157,17,10,05-03-2021
253,NOLSM4431711,3,Implantation,1.087262e+16,8.616702e+16,6.159809e+17,2.994125e+17,6e+17,31549.184,104.859,881,154,17,11,05-03-2021
254,NOLSM4441712,2,Implantation,8.848255e+15,9.779387e+16,5.932328e+17,2.990843e+17,5.999989e+17,32087.646,103.005,895,157,17,12,05-03-2021
255,NOLSM4451713,1,Implantation,1.626859e+16,1.381917e+17,7.540908e+17,3.009311e+17,5.999971e+17,31501.258,102.754,910,153,17,13,05-03-2021
256,NOLSM4461714,1,Implantation,9.29208e+15,1.649038e+17,2.946053e+17,3.003599e+17,5.999997e+17,30658.962,103.386,922,153,17,14,05-03-2021
257,NOLSM4471715,2,Implantation,1.683575e+16,1.264217e+17,1.097202e+18,3.011442e+17,5.999999e+17,31542.357,100.201,905,151,17,15,05-03-2021
258,NOLSM4481716,3,Implantation,1.358528e+16,1.455821e+17,4.768246e+17,3.003881e+17,5.999984e+17,31487.108,102.624,885,154,17,16,05-03-2021
259,NOLSM4491717,3,Implantation,1.641845e+16,4.649311e+16,2.57657e+17,3.007159e+17,6e+17,31179.148,103.458,904,153,17,17,05-03-2021
260,NOLSM4501718,1,Implantation,9.251435e+15,8.399057e+16,1.055035e+18,2.986659e+17,6.000001e+17,32292.179,100.414,904,158,17,18,05-03-2021
261,NOLSM4511719,1,Implantation,9.529859e+15,8.467548e+16,5.909138e+17,3.00747e+17,5.999997e+17,31684.211,101.7,905,156,17,19,05-03-2021
262,NOLSM4521720,3,Implantation,1.198241e+16,1.04479e+17,7.733348e+17,3.016119e+17,5.999979e+17,31473.404,102.852,903,155,17,20,05-03-2021
263,NOLSM4531721,3,Implantation,1.239962e+16,8.14315e+16,5.928744e+17,2.987506e+17,5.999986e+17,32007.126,99.669,899,157,17,21,05-03-2021
264,NOLSM4541722,2,Implantation,1.801011e+16,9.519184e+16,6.150629e+17,2.998543e+17,5.999992e+17,31068.324,101.929,903,152,17,22,05-03-2021
265,NOLSM4551723,1,Implantation,1.681094e+16,1.076123e+17,5.689641e+17,2.996875e+17,6.000015e+17,31559.957,102.648,894,157,17,23,05-03-2021
266,NOLSM4561724,1,Implantation,1.347538e+16,3.974299e+16,4.447601e+17,2.994393e+17,6.000023e+17,32335.265,104.012,902,154,17,24,05-03-2021
267,NOLSM4571725,3,Implantation,1.32241e+16,1.478659e+17,5.517309e+17,3.003712e+17,6.000011e+17,32053.209,103.613,899,159,17,25,05-03-2021
268,NOLSM4581726,3,Implantation,1.473498e+16,3.93936e+16,4.870463e+17,3.022718e+17,6e+17,31181.515,102.502,902,149,17,26,05-03-2021
269,NOLSM4591727,2,Implantation,6.215707e+15,1.17976e+17,8.262592e+17,3.020632e+17,5.999988e+17,32463.943,103.367,900,153,17,27,05-03-2021
270,NOLSM460181460,1,Implantation,1.708263e+16,3.660631e+15,2.472711e+15,2.997869e+17,5.999991e+17,32203.258,99.975,912,150,18,28,06-03-2021
271,NOLSM461182461,2,Implantation,1.721621e+16,1.646288e+15,3.469855e+17,2.987389e+17,5.999996e+17,32196.245,101.397,913,152,18,29,06-03-2021
272,NOLSM462183462,3,Implantation,8.802407e+15,1.088972e+16,9.713471e+14,3.01019e+17,6.000008e+17,32199.428,102.733,915,154,18,30,06-03-2021
273,NOLSM463184463,1,Implantation,1.206511e+16,6.474747e+15,6.178321e+17,2.981048e+17,5.999982e+17,32197.27,102.517,915,154,18,31,06-03-2021
274,NOLSM464185464,2,Implantation,5.719776e+15,4.599521e+16,2.828355e+17,3.00711e+17,6.00001e+17,32198.727,102.939,912,154,18,32,06-03-2021
275,NOLSM465186465,3,Implantation,1.460946e+16,1.458058e+17,5.110185e+17,2.984214e+17,6.000002e+17,32200.232,102.634,913,154,18,33,06-03-2021
276,NOLSM466187466,1,Implantation,8.872828e+15,7.779193e+15,2.55163e+17,2.99707e+17,6.000015e+17,32202.697,102.883,917,154,18,34,06-03-2021
277,NOLSM467188467,2,Implantation,1.56791e+16,1.230751e+17,1763661790.6,3.007614e+17,6.000001e+17,32198.538,103.449,912,155,18,35,06-03-2021
278,NOLSM468189468,3,Implantation,1.661992e+16,6.660548e+16,9.933914e+17,2.994561e+17,5.999983e+17,32200.315,102.473,908,154,18,36,06-03-2021
279,NOLSM4691810469,1,Implantation,1.08015e+16,2.669998e+16,3.355773e+16,3.021105e+17,5.999991e+17,32200.324,103.388,912,155,18,37,06-03-2021
280,NOLSM4701811470,2,Implantation,1.322964e+16,1.161789e+17,3.919192e+17,3.02326e+17,5.999989e+17,32201.779,103.387,913,155,18,38,06-03-2021
281,NOLSM4711812471,3,Implantation,1.673862e+16,1.422964e+17,2.544025e+17,2.979678e+17,5.999997e+17,32300.362,104.024,916,156,18,39,06-03-2021
282,NOLSM4721813472,1,Implantation,3.080309e+15,3.120413e+14,1.418339e+17,2.993803e+17,5.999971e+17,32299.266,104.129,917,156,18,40,06-03-2021
283,NOLSM4731814473,2,Implantation,1.383882e+16,1.012437e+17,6.494525e+17,3.000008e+17,6.000011e+17,32300.914,104.045,917,156,18,41,06-03-2021
284,NOLSM4741815474,3,Implantation,1.444505e+16,2.563176e+15,8.628146e+17,3.00305e+17,5.99999e+17,32300.515,104.019,922,156,18,42,06-03-2021
285,NOLSM4751816475,1,Implantation,7.948484e+15,7.704411e+16,2.004681e+17,2.997929e+17,6.000003e+17,32297.604,104.702,917,157,18,43,06-03-2021
286,NOLSM4761817476,2,Implantation,9.66465e+15,4.176911e+16,2.666549e+17,3.00391e+17,5.999993e+17,32299.646,104.065,917,156,18,44,06-03-2021
287,NOLSM4771818477,3,Implantation,1.47371e+16,1.379377e+17,1.706551e+16,2.989262e+17,6.000011e+17,32300.541,103.766,917,156,18,45,06-03-2021
288,NOLSM4781819478,1,Implantation,1.551815e+16,1.547694e+17,7.150941e+17,3.000824e+17,5.999989e+17,32300.313,104.08,917,156,18,46,06-03-2021
289,NOLSM4791820479,2,Implantation,2.040655e+16,1.496619e+16,5.687718e+15,2.990238e+17,5.999998e+17,32300.421,104.248,920,156,18,47,06-03-2021
290,NOLSM4801821480,3,Implantation,1.441258e+16,4.105479e+16,6.938858e+16,3.017426e+17,5.999988e+17,32300.241,104.656,919,157,18,48,06-03-2021
291,NOLSM4811822481,1,Implantation,5.977156e+15,3.025232e+16,2.080646e+17,2.981962e+17,6.000001e+17,32296.539,104.819,925,157,18,49,06-03-2021
292,NOLSM4821823482,2,Implantation,8.132005e+15,4.310909e+16,4.734223e+17,2.990744e+17,6.000012e+17,32197.085,105.348,915,158,18,50,06-03-2021
293,NOLSM4831824483,3,Implantation,1.244177e+16,2.178359e+16,1.797424e+17,2.990096e+17,5.999988e+17,32197.037,104.369,920,157,18,51,06-03-2021
294,NOLSM4841825484,1,Implantation,8.208941e+15,1.683498e+16,2.46846e+17,2.999754e+17,6.000012e+17,32199.163,104.691,917,157,18,52,06-03-2021
295,NOLSM4851826485,2,Implantation,1.312195e+16,6.888679e+16,1.780912e+17,3.005029e+17,6.000014e+17,32201.077,104.76,918,157,18,53,06-03-2021
296,NOLSM4861827486,3,Implantation,2.898163e+15,2.765101e+16,1.326546e+17,2.995218e+17,6.000012e+17,32200.053,104.734,920,157,18,54,06-03-2021
297,NOLSM460181,1,Implantation,1.708263e+16,3.660631e+15,2.472711e+15,2.997869e+17,5.999991e+17,32203.258,99.975,912,150,18,1,06-03-2021
298,NOLSM461182,1,Implantation,1.721621e+16,1.646288e+15,3.469855e+17,2.987389e+17,5.999996e+17,32196.245,101.397,913,152,18,2,06-03-2021
299,NOLSM462183,2,Implantation,8.802407e+15,1.088972e+16,9.713471e+14,3.01019e+17,6.000008e+17,32199.428,102.733,915,154,18,3,06-03-2021
300,NOLSM463184,3,Implantation,1.206511e+16,6.474747e+15,6.178321e+17,2.981048e+17,5.999982e+17,32197.27,102.517,915,154,18,4,06-03-2021
301,NOLSM464185,3,Implantation,5.719776e+15,4.599521e+16,2.828355e+17,3.00711e+17,6.00001e+17,32198.727,102.939,912,154,18,5,06-03-2021
302,NOLSM465186,2,Implantation,1.460946e+16,1.458058e+17,5.110185e+17,2.984214e+17,6.000002e+17,32200.232,102.634,913,154,18,6,06-03-2021
303,NOLSM466187,1,Implantation,8.872828e+15,7.779193e+15,2.55163e+17,2.99707e+17,6.000015e+17,32202.697,102.883,917,154,18,7,06-03-2021
304,NOLSM467188,1,Implantation,1.56791e+16,1.230751e+17,1763661790.6,3.007614e+17,6.000001e+17,32198.538,103.449,912,155,18,8,06-03-2021
305,NOLSM468189,2,Implantation,1.661992e+16,6.660548e+16,9.933914e+17,2.994561e+17,5.999983e+17,32200.315,102.473,908,154,18,9,06-03-2021
306,NOLSM4691810,3,Implantation,1.08015e+16,2.669998e+16,3.355773e+16,3.021105e+17,5.999991e+17,32200.324,103.388,912,155,18,10,06-03-2021
307,NOLSM4701811,2,Implantation,1.322964e+16,1.161789e+17,3.919192e+17,3.02326e+17,5.999989e+17,32201.779,103.387,913,155,18,11,06-03-2021
308,NOLSM4711812,1,Implantation,1.673862e+16,1.422964e+17,2.544025e+17,2.979678e+17,5.999997e+17,32300.362,104.024,916,156,18,12,06-03-2021
309,NOLSM4721813,1,Implantation,3.080309e+15,3.120413e+14,1.418339e+17,2.993803e+17,5.999971e+17,32299.266,104.129,917,156,18,13,06-03-2021
310,NOLSM4731814,2,Implantation,1.383882e+16,1.012437e+17,6.494525e+17,3.000008e+17,6.000011e+17,32300.914,104.045,917,156,18,14,06-03-2021
311,NOLSM4741815,3,Implantation,1.444505e+16,2.563176e+15,8.628146e+17,3.00305e+17,5.99999e+17,32300.515,104.019,922,156,18,15,06-03-2021
312,NOLSM4751816,3,Implantation,7.948484e+15,7.704411e+16,2.004681e+17,2.997929e+17,6.000003e+17,32297.604,104.702,917,157,18,16,06-03-2021
313,NOLSM4761817,1,Implantation,9.66465e+15,4.176911e+16,2.666549e+17,3.00391e+17,5.999993e+17,32299.646,104.065,917,156,18,17,06-03-2021
314,NOLSM4771818,1,Implantation,1.47371e+16,1.379377e+17,1.706551e+16,2.989262e+17,6.000011e+17,32300.541,103.766,917,156,18,18,06-03-2021
315,NOLSM4781819,2,Implantation,1.551815e+16,1.547694e+17,7.150941e+17,3.000824e+17,5.999989e+17,32300.313,104.08,917,156,18,19,06-03-2021
316,NOLSM4791820,3,Implantation,2.040655e+16,1.496619e+16,5.687718e+15,2.990238e+17,5.999998e+17,32300.421,104.248,920,156,18,20,06-03-2021
317,NOLSM4801821,3,Implantation,1.441258e+16,4.105479e+16,6.938858e+16,3.017426e+17,5.999988e+17,32300.241,104.656,919,157,18,21,06-03-2021
318,NOLSM4811822,2,Implantation,5.977156e+15,3.025232e+16,2.080646e+17,2.981962e+17,6.000001e+17,32296.539,104.819,925,157,18,22,06-03-2021
319,NOLSM4821823,1,Implantation,8.132005e+15,4.310909e+16,4.734223e+17,2.990744e+17,6.000012e+17,32197.085,105.348,915,158,18,23,06-03-2021
320,NOLSM4831824,1,Implantation,1.244177e+16,2.178359e+16,1.797424e+17,2.990096e+17,5.999988e+17,32197.037,104.369,920,157,18,24,06-03-2021
321,NOLSM4841825,2,Implantation,8.208941e+15,1.683498e+16,2.46846e+17,2.999754e+17,6.000012e+17,32199.163,104.691,917,157,18,25,06-03-2021
